Entreprise,Offre,Lieu,URL
ALIZNET,DATA ENGINEER F/H,- Paris 2e (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=90&vjk=a9b254371de39cd5
RANDSTAD INHOUSE SERVICES GPA,DATA ANALYST (F/H),- Courbevoie (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=90&vjk=4962985708a848d0
irstea,Chargé-e de projet sur la mise en valeur et la protection de la biodiversité,- Île-de-France,https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=90&vjk=c4c3b19e4fabbaac
Sanofi,UN ALTERNANT - CHARGE DE PROJET OUTILS SUPPLY CHAIN (H/F),- Gentilly (94),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=90&vjk=4ac50e078ab36bf2
Aldi,DATA ANALYST SENIOR H/F,- Villepinte (93),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=90&vjk=edd7e4725d4efd09
Verduron,Data Engineer Python SQL – H/F,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=90&vjk=aabdd329fc5ed18e
Pontoon,Alternance Chargé de la Gestion de la Documentation H/F,- Créteil (94),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=90&vjk=fdc1435313962d09
SGDF,CHARGE(E) DE PROJET RASSEMBLEMENT EUROPEEN (H/F),- Arcueil (94),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=90&vjk=4ebd1137771d3c0f
Natixis,Stage - 6 mois - Data Scientist (H/F) - Paris 13ème,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=100&vjk=c9908fe429aad396
Sanofi,UN ALTERNANT – CHARGE PREPARATION DES DONNEES (H/F),- Gentilly (94),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=100&vjk=76dd16bab4947ceb
Dassault Systèmes,STAGE - Data Scientist Anti-Piratage (H/F),- Vélizy-Villacoublay (78),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=100&vjk=63e9820ad452b04a
Sanofi,UN ALTERNANT - CHARGE MODELISATION DE DONNEES (H/F),- Gentilly (94),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=100&vjk=49ce204872fb3671
Paris Habitat,Chargé(e) d’études Handicap et Vieillissement - ALTERNANCE,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=100&vjk=a1a0ed524c358340
A.D.T.,CHARGE DE PROJETS TRADUCTION F/H,- Soisy-sous-Montmorency (95),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=100&vjk=2ff10ca11e1c464e
Anses,Chargé(e) de projets européens (H/F),- Maisons-Alfort (94),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=100&vjk=491e9b0d1f72c19f
N/A,N/A,N/A,https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=100&vjk=f5e2aabf3be121cd
BBJ,Chargé de projets H/F,- Rueil-Malmaison (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=100&vjk=abed821f3d0d3611
N/A,N/A,N/A,https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=100&vjk=300411ad28a7bebd
Showroomprive.com,Analyste outil supply chain (Stage/Alternance) - H/F,- Saint-Denis (93),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=100&vjk=04a8c627d531a429
Randstad Inhouse,DATA ANALYST (F/H),- Courbevoie (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=100&vjk=57e30faeb698fb70
Dassault Systèmes,STAGE – Analyste données Portfolio (H/F),- Vélizy-Villacoublay (78),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=100&vjk=72054d01cf2025d9
EUKLID,Administrateur Data Analyst F/H,- Courbevoie (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=100&vjk=05dc72836eac7691
Sanofi,UN ALTERNANT- CHARGE DE PROJET INNOVATION R&D (H/F),- Chilly-Mazarin (91),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=100&vjk=c1b690227c90f83c
N/A,N/A,N/A,https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=110&advn=7736870941523477&vjk=9e6d824335826356
Sanofi,UN ALTERNANT - CHARGÉ DE PROJET SOLUTIONS DIGITALES (H/F),- Gentilly (94),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=110&vjk=ef9426c91c68215e
Ricoh France,Assistant PMO - chargé(e) de projets en alternance,- Rungis (94),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=110&vjk=05ce03243403c99b
Gimopharm,Alternance Chargé de Projet Industrie Pharmaceutique/Cosmétique H/F,- Longjumeau (91),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=110&vjk=a623844f369d5d4d
N/A,N/A,N/A,https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=110&vjk=64097b5eb961c439
N/A,N/A,N/A,https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=110&vjk=24631f44fc191de0
N/A,N/A,N/A,https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=110&vjk=484f1ac54f0c7112
N/A,N/A,N/A,https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=110&vjk=69c270e994fa9eba
Secours Catholique,"Chargé de projets internationaux Afrique - Burkina Faso, Niger, Togo H/F",- Île-de-France,https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=110&vjk=0c38b95780f8820f
ALDI,Chargé de projet vente F/H,- Villepinte (93),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=110&vjk=56fa96797e32b8d7
N/A,N/A,N/A,https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=110&vjk=3df286424522890b
Rakuten France,Data Scientist Senior f/m,- Paris 2e (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=110&vjk=5785e14085c17b31
CITEO,Alternance - Charge de mission EcoConception F/H,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=110&vjk=11830ec491083c29
RedE,Assistant Logistique H/F (Alternance),- Paris 18e (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=110&vjk=3cdd8704d5be8c23
GEODIS,Chargé de projet supply chain - Alternance H/F,- Levallois-Perret (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=110&vjk=c9b84f8542b53767
COLLEGE DE PARIS,Alternance - Assistant Marketing (H/F),- Noisiel (77),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=120&advn=7736870941523477&vjk=4ab9864bc48ea6be
Natixis,Stage - 6 mois - Data Scientist (H/F) - Paris 13ème,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=120&vjk=c9908fe429aad396
YSANCE,Data Integration Engineer - Talend F/H,- Paris 2e (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=120&vjk=4df7d217711d3731
Universcience,Chargé.e du développement durable (Alternance),- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=120&vjk=cc7985261891e3a0
ICF Habitat,CHARGÉ MOD EN ALTERNANCE - H/F,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=120&vjk=7af515837c6965ab
Altares D&B,Alternance - Assistant Responsable des Alliances et partenariats H/F,- Colombes (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=120&vjk=cac88d78b1eff9b5
Watura,Chargé(e) de projet pédagogique HSE (F/H),- Saint-Ouen (93),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=120&vjk=0d1b0e03f60e8bfb
EPT EST ENSEMBLE,Chargé(e) de suivi assainissement et eau pluviale des projets urbains h/f,- Saint-Denis (93),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=120&vjk=ed1d69051d0c1dd4
Experconnect,Chargé(e) de projet - Transformation digitale,- Paris 8e (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=120&vjk=a5777aa49037d430
NATIXIS,Alternance 24 mois - Chargé de développement expérience collaborateur H/F - Paris 13ème,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=120&vjk=3cdfbb53ed6487de
SMAC,Alternance - Assistant(e) formation H/F,- Issy-les-Moulineaux (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=120&vjk=08cd6a978e885347
LIGUE NATIONALE CONTRE LE CANCER,Chargé de mission stratégie marketing et analyse Data/CRM F/H,- Paris 13e (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=120&vjk=9f6db774ea12b820
FACE Paris,Chargé.e de mission projet,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=120&vjk=4cd35e5be91893d8
Siège Fnac Darty,ALTERNANCE - ASSISTANT ANALYSTE SÉCURITÉ INFORMATIQUE F/H,- Ivry-sur-Seine (94),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=120&vjk=5510b5483bf16d42
Umanis,Data Scientist Expert H/F,- Levallois-Perret (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=120&vjk=4dfa32240f16f764
ISCOD,Chargé(e) de communication et marketing digital - Alternance - Paris,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=130&advn=4629412499192798&vjk=deac4f30a44641a1
AMNESTY INTERNATIONAL SECTION FRANCAISE,Chargé/Chargée de projet évènementiel & E-CRM F/H,- Paris 19e (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=130&vjk=a405ec96db71c92f
Amnesty International,Chargé/Chargée de projet évènementiel & E-CRM,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=130&vjk=40bd81dd407ad94c
MANAGEMENT INFORMATIQUE & NOUVELLES TECHNOLOGIES CONSEIL,Consultant Data Analyste Web et Analytics secteur Médias F/H,- Paris 1er (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=130&vjk=211e3b3158c21627
SGDF,CHARGE DE PROJETS A L’ABRI DE LA MALTRAITANCE & DE SUIVI DES CAS COMPLEXES (H/F),- Arcueil (94),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=130&vjk=4cc7de2c223467fa
Franfinance,Alternance Chargé(e) de Marketing Opérationnel-(H/F),- Nanterre (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=130&vjk=f245621c29265272
Ulule,Chargé(e) de projets vidéo,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=130&vjk=6e3b55cb0e6499c0
ANSES,Chargé de projets européens - ANSES,- Maisons-Alfort (94),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=130&vjk=18a25d5e4f7b94a4
Remy Cointreau,Chargé(e) de projets junior Mécénat,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=130&vjk=bef6de7b0a94665e
PwC,"""Assistant(e) Sales & Marketing | Alternance | H/F""",- Levallois-Perret (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=130&vjk=58f6b4a7b73f1417
PROGRESS SANTE,Chargé(e) de Projets Marketing et Communication Digitale,- Paris 10e (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=130&vjk=4534c8836c3f705e
Direction des Systèmes d'Information et du Numérique - Ville de Paris,Chargé.e du domaine social - projets informatiques MOE - Ville de Paris F/H,- Paris 12e (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=130&vjk=e0ed450d5a1739e1
Total,ALTERNANCE- Chargé de projets RSE - Social business & Sociétal H-F,- Nanterre (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=130&vjk=e3a419c97f187fde
Efrei,Chargé de projet Alumni (H/F),- Villejuif (94),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=130&vjk=327e7d6d191e809c
ABC arbitrage,02. Senior Data Scientist - Python (h/f),- Paris 2e (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=130&vjk=9966350a63797f4a
Orthlane,CHARGÉ(E) DE COMMUNICATION & MARKETING - ALTERNANCE,- La Courneuve (93),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=140&vjk=0ee233fd2ef57bb7
Seine-Saint-Denis,"CHARGÉ-E DE PROJETS ""PACTE AMBITION IAE EN SEINE SAINT DENIS"" H/F",- Bobigny (93),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=140&vjk=d72eb4d64c4056b1
SAGE,Chargé(e) de Comm Externe (ALTERNANCE),- La Garenne-Colombes (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=140&vjk=94cbfdd34ccb4c74
La Relève,Alternance - Chargé(e) de Webmarketing - Startup sport,- Paris 10e (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=140&vjk=a1a9a9c89c7b05dd
BRUCE FIELD,ASSISTANT WEB MARKETING A TEMPS PLEIN OU ALTERNANCE,- Saint-Ouen (93),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=140&vjk=a588753da3ceff03
ALLINSOURCING,Chargé de projet digital Marketing Epargne,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=140&vjk=d3af8188aedcd1bd
Symrise,Chargé(e) de projet marketing produits laitiers (H/F),- Clichy (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=140&vjk=29314c4fa91551ff
KUBOTA EUROPE,Alternance Analyst digital assistant,- Argenteuil (95),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=140&vjk=354c309dd0773962
Food Love,Chargé de communication junior en alternance,- Villejuif (94),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=140&vjk=985d6a95f4d3cb56
Ethic Ocean,Chargé(e) de projet Préservation des océans H/F,- Pantin (93),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=140&vjk=9ef2406c1d001293
Passion Beauté,Assistant(e) Chargé(e) de projets digitaux,- Fontenay-sous-Bois (94),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=140&vjk=cbf3ac44d42c410a
Walters People,Chargé de projet Marketing Digital H/F,- Suresnes (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=140&vjk=ccd25ac97b274b25
TALENTIS HORIZON,Assistant(e) Marketing en Alternance H/F,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=140&vjk=f600db25ff87657d
Kuehne+Nagel,Chargé(e) de communication - Alternance,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=140&vjk=61ad7605ea7ef4fe
Food Love,Chargé de vente en alternance,- Paris 18e (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=140&vjk=ffd98ba847824873
GEODIS,Chargé(e) de Missions Commerce en Alternance H/F,- Gennevilliers (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=150&vjk=abfb81c42f1d408f
Cadreo,Data Analyst - Data Steward F/H,- Paris 1er (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=150&vjk=07c0b24a7a9ed25b
Hub One,APPRENTI.E CHARGE.E DE MISSIONS INNOVATIONS ALTERNANCE,- Tremblay-en-France (93),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=150&vjk=e6c905305d6ce527
Santé Publique France,Chargé de projet scientifique - Surveillance du COVID-19,- Saint-Maurice (94),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=150&vjk=26b4da604f26b1df
ELATOS,Chargé d’Affaires Territoriales – Projets Éoliens F/H,- Courbevoie (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=150&vjk=a8f131a887417e87
Alan Allman Associates,Consultant--Data Analyste,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=150&vjk=e5b26565eca75d46
SAVEURS ET VIE,"Chargé projet, gestionnaire flotte H/F",- Orly (94),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=150&vjk=5f9cf9ee83cd0bf4
EXTIA,Stage - Chargé(e) de Projets mécénats de compétences - IDF,- Sèvres (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=150&vjk=e345bc96882ed0dd
Getpro,Data Engineer AWS,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=150&vjk=5a154128c1e44f68
Highline Paris,Architecte chargé de projet pour un ensemble tertiaire,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=150&vjk=da4d8ea979bbb8ec
Hauts-de-Seine Habitat,Alternant Chargé de Prévention (PST) H/F,- Levallois-Perret (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=150&vjk=fa061e1aaea89136
Qonto,Lead Data Engineer,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=150&vjk=5e2afd5a50571c41
Ditesco,Chargé de communication en alternance,- Villejuif (94),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=150&vjk=a40d931e4e4d48fb
ALTER SOLUTIONS,Data engineer F/H,- Paris 1er (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=150&vjk=28cc720300f884a6
Intersport,Alternance - Business Analyst H/F,- Longjumeau (91),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=150&vjk=53873b4607e84228
Natixis,Stage - 6 mois - Data Scientist (H/F) - Paris 13ème,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=160&vjk=c9908fe429aad396
Extia,Stage - Chargé(e) de Projets mécénats de compétences - IDF,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=160&vjk=64ee5c7c0920d51d
ANSES,Chargé de projets européens - ANSES,- Maisons-Alfort (94),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=160&vjk=18a25d5e4f7b94a4
Nexity,Chargé(e) de projet conformité (H/F) – STAGE/ANNEE CESURE,- Paris 8e (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=160&vjk=b10a0668fccc7ed4
Crédit Agricole,ALTERNANCE - Assistant chargé de projet marketing - Marché des professionnels H/F,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=160&vjk=2f721494967adcf0
Dassault Systèmes,STAGE - Automatic code correction - Software Data Scientist (H/F),- Vélizy-Villacoublay (78),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=160&vjk=711a9b1dca2c9cba
Back Market,Lead Data Scientist,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=160&vjk=69b0a8c717459e82
Louis Vuitton,Alternance – Assistant(e) Développement PAP Homme (F/H),- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=160&vjk=12858945120b7cf8
Elsan,UN(E) ASSISTANT(E) QUALITE en ALTERNANCE,- Stains (93),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=160&vjk=69c270e994fa9eba
,consultant informatique Finance de Marché (ARPSON)/ Développeur Power BI (reporting) (h/f),- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=160&vjk=3fc7830dc21e63d8&advn=2715648309700515
NATIXIS stage,Alternance - (1 AN) - Assistant(e) Chef de Projet IT Finance - 75013 Paris F/H,- Paris 1er (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=160&vjk=b2d594d5f9ace376
NATIXIS,Alternance - (1 AN) - Assistant(e) Chef de Projet IT Finance - 75013 Paris,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=160&vjk=33afa0e1d486797d
FREE,Alternance Assistant Chef de Projet Communication F/H,- Paris 8e (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=160&vjk=bedf8ed286f5b6f9
Dassault Systèmes,STAGE - Chargé de projet - Développement Durable (H/F),- Vélizy-Villacoublay (78),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=160&vjk=84f5d6d571030b6d
Ubisoft,Data Engineer H/F,- Montreuil (93),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=160&vjk=acd18eefd9e5e9b4
Jellysmack,Senior Data Scientist H/F - CDI (Levallois/Corte),- Levallois-Perret (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=170&advn=997647825922521&vjk=dfb486f67333639f
Alliance Automotive Group,Manager Reporting BI/ Business Analyst (H/F),- Levallois-Perret (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=170&vjk=bb3a01cf859d6285
Devoteam,Consultant Data Engineer #kubernetes #ELK #Ansible H/F,- Levallois-Perret (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=170&vjk=0795a9eab1c8b81d
BlaBlaCar,Junior Data Software Engineer - Warehouse,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=170&vjk=4379708243288420
Infogene,Data Engineer (H/F),- Neuilly-sur-Seine (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=170&vjk=d7fc3942180f16dd
Devoteam,Senior Data Engineer #Hadoop #Spark #Kafka,- Levallois-Perret (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=170&vjk=bb77f6bd3d4115b0
Clubeling,Alternance développeur fullstack,- Paris 8e (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=170&vjk=04d49aac8cc81a40
Fed Finance,Data Analyst - H/F,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=170&vjk=494a924b167269f2
Orano,Alternance Développeur Web/IHM F/H,- Châtillon (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=170&vjk=211110b213354a50
ARONDOR,Data scientist computer vision F/H,- Paris 8e (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=170&vjk=40d3209d629fc293
EXTIA,Stage - Chargé(e) de Projets mécénats de compétences - IDF,- Sèvres (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=170&vjk=e345bc96882ed0dd
Molotov,Senior Data Analyst H/F ParisCDI,- Paris (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=170&vjk=8f8d91eba75e72e8
Ingeniance,DATA SCIENTIST - F/H,- La Défense (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=170&vjk=13c6f8dee15d6e91
YSANCE,Cloud Data Engineer F/H,- Paris 2e (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=170&vjk=ca6ecc4c065a8840
AGYLIS,Data Business Analyst,- Paris 3e (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=170&vjk=787b300512d54de2
GEODIS,Chargé(e) de Missions Commerce en Alternance H/F,- Gennevilliers (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=180&vjk=abfb81c42f1d408f
INVENTIV IT,Consultant Data Scientist (H/F),- Levallois-Perret (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=180&vjk=ea93e05bc5fd4501
Innov and Co Diversité,Business Analyst Data - anglais bon / Freelance,- Montrouge (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=180&vjk=fd217493212644da
Cadreo,Data Manager et Analyste Processus Gestion S&OP et GPEC F/H,- Courbevoie (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=180&vjk=5f8770d20869d642
Monster,Data Analyste Confirmé (H/F),- Villepinte (93),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=180&vjk=0a134f3aeb779368
FREELANCE VISION,Data Analyst IARD / Freelance,- Nanterre (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=180&vjk=2caf9882503e4fb4
PwC,Chargé de Reporting & Data Finance – @PwC Neuilly-sur-Seine – CDI – H/F,- Neuilly-sur-Seine (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=180&vjk=4b06a7f9dc2ecec0
Innov and Co Diversité,"Data Analyst Denodo et PowerBI, anglais bon / Freelance",- Colombes (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=180&vjk=2ae474ad8b916e15
Cadreo,Responsable Data Analyst F/H,- Meudon (92),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=180&vjk=74c2de341c915b53
RATPDev,Stage Data Analyst H/F,- Paris 12e (75),https://www.indeed.fr/jobs?q=Alternance%20data&l=Paris%20(75)&fromage=14&start=180&vjk=d4725301fda3d68c
